City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,georgetown,5.4112,100.3354,27.97,65,20,3.13,MY,1738810259
291,lishu,43.3047,124.3278,-14.53,77,88,3.29,CN,1738810260
292,saldanha,-33.0117,17.9442,16.98,71,14,9.2,ZA,1738810261
293,taoudenni,22.6783,-3.9836,14.29,23,0,5.92,ML,1738810262
294,east aurora,42.7678,-78.6134,-7.93,80,100,0.45,US,1738810263
295,lagos,6.5833,3.75,25.72,89,78,1.24,NG,1738810201
296,alquizar,22.8058,-82.5842,22.27,79,0,4.11,CU,1738810265
297,olyokminsk,60.3736,120.4264,-33.54,95,84,0.32,RU,1738810266
298,san patricio,28.017,-97.5169,21.97,83,0,5.97,US,1738810267
299,kosti,13.1629,32.6635,22.71,24,14,6.41,SD,1738810268
300,anadyr,64.75,177.4833,-37.72,65,28,4.0,RU,1738810269
301,alice springs,-23.7,133.8833,36.75,22,78,8.23,AU,1738810271
302,quellon,-43.1167,-73.6167,12.86,90,100,4.69,CL,1738810272
303,peruibe,-24.32,-46.9983,23.21,92,100,1.6,BR,1738810273
304,marechal candido rondon,-24.5561,-54.0567,21.75,94,97,3.05,BR,1738810249
305,salalah,17.0151,54.0924,20.05,73,75,1.54,OM,1738810275
306,puerto armuelles,8.2833,-82.8667,26.72,69,97,1.34,PA,1738810034
307,ibresi,55.2961,47.0394,-8.66,95,100,2.53,RU,1738810277
308,frontera,26.9333,-101.45,24.07,58,0,0.45,MX,1738810278
309,karratha,-20.7377,116.8463,36.46,44,39,6.62,AU,1738810279
310,plastun,44.7561,136.2939,-9.0,44,99,6.71,RU,1738810280
311,myanaung,18.2833,95.3167,24.86,48,2,1.26,MM,1738810281
312,severobaykal'sk,55.65,109.3167,-26.54,71,76,0.72,RU,1738810282
313,xichang,27.8964,102.2634,10.41,60,72,1.37,CN,1738810283
314,aparecida do taboado,-20.0867,-51.0936,21.75,90,100,2.42,BR,1738810284
315,vinchia,22.2,71.3667,15.67,28,0,4.86,IN,1738810286
316,saipan,15.1355,145.701,32.39,70,40,7.72,MP,1738810287
317,salanso,12.1833,-4.0833,23.02,18,25,3.97,BF,1738810288
318,mount gambier,-37.8333,140.7667,30.27,26,1,2.02,AU,1738810289
319,sucre,-19.0333,-65.2627,15.31,59,7,1.76,BO,1738810290
320,berezovyy,51.6667,135.7,-11.45,92,100,6.08,RU,1738810291
321,banda aceh,5.5577,95.3222,28.2,72,21,6.19,ID,1738810292
322,kourou,5.1552,-52.6478,24.05,95,100,3.1,GF,1738810293
323,chos malal,-37.3781,-70.2709,18.17,27,0,3.11,AR,1738810294
324,labasa,-16.4167,179.3833,28.39,73,100,3.54,FJ,1738810295
325,okhotsk,59.3833,143.3,-16.68,67,53,6.15,RU,1738810296
326,puerto baquerizo moreno,-0.9,-89.6,24.29,87,13,2.98,EC,1738810298
327,babayevo,59.3936,35.9371,-4.14,93,100,1.54,RU,1738810299
328,uturoa,-16.7333,-151.4333,27.86,74,22,4.96,PF,1738810300
329,mahavelona,-17.6848,49.5087,24.45,90,100,1.77,MG,1738810301
330,ciudad constitucion,25.0369,-111.6644,14.43,80,0,4.48,MX,1738810302
331,kalianget,-7.05,113.9333,28.48,79,86,7.49,ID,1738810303
332,ambodifotatra,-16.9833,49.85,26.74,76,98,2.62,MG,1738810304
333,ujae,8.9322,165.7642,27.2,81,34,9.44,MH,1738810305
334,aswan,24.0934,32.907,12.61,62,0,1.54,EG,1738810307
335,eenhana,-17.4667,16.3333,19.93,90,100,0.44,NA,1738810225
336,kidal,18.4411,1.4078,22.36,33,89,3.5,ML,1738810309
337,rock springs,41.5875,-109.2029,1.69,66,40,7.2,US,1738810310
338,alofi,-19.0595,-169.9187,27.94,83,75,4.12,NU,1738810311
339,vega de alatorre,20.0333,-96.6333,22.49,88,0,2.92,MX,1738810313
340,hallsberg,59.0657,15.1117,-0.73,99,2,1.03,SE,1738810314
341,thannhausen,48.2833,10.4667,1.0,72,48,1.84,DE,1738810315
342,krasnovishersk,60.4078,57.082,-12.49,94,98,1.43,RU,1738810316
343,aberdeen,57.1437,-2.0981,-0.26,93,4,2.06,GB,1738810305
344,huicungo,-7.2833,-76.8,21.23,94,97,1.01,PE,1738810318
345,walvis bay,-22.9575,14.5053,18.58,82,100,4.52,NA,1738810320
346,saint-francois,46.4154,3.9054,3.69,100,100,0.0,FR,1738810321
347,kabalo,-6.05,26.9167,21.31,97,100,0.07,CD,1738810322
348,yatagan,37.3403,28.1428,-0.77,64,4,5.41,TR,1738810323
349,larkird,35.4894,66.6641,-12.75,58,10,4.59,AF,1738810324
350,pangai,-19.8,-174.35,27.06,83,75,2.57,TO,1738810326
351,armacao de buzios,-22.7469,-41.8817,24.09,88,0,8.02,BR,1738810327
352,eraan,9.0629,117.7016,30.11,63,49,3.28,PH,1738810328
353,rouyn-noranda,48.2398,-79.0288,-16.95,78,20,2.06,CA,1738810054
354,callao,-12.0667,-77.15,25.4,83,0,4.12,PE,1738810151
355,colonia,50.9333,6.95,3.36,90,100,1.03,DE,1738810332
356,santa luzia,-19.7697,-43.8514,23.5,68,0,1.03,BR,1738810334
357,whistler,50.1164,-122.9695,-13.22,90,29,1.47,CA,1738810291
358,vadso,70.0744,29.7487,-3.91,86,75,3.6,NO,1738810336
359,uribia,11.7139,-72.266,25.88,73,100,5.44,CO,1738810140
360,romankivtsi,48.4847,27.2138,-3.97,72,89,2.95,UA,1738810338
361,puerto lempira,15.2667,-83.7667,24.44,85,1,4.11,HN,1738810339
362,jianguang,28.1938,115.7836,9.9,50,100,4.41,CN,1738810342
363,gaiman,-43.2897,-65.4929,23.11,30,69,6.19,AR,1738810343
364,timmins,48.4669,-81.3331,-13.1,66,75,2.57,CA,1738810344
365,murzuq,25.9155,13.9184,13.82,37,91,4.38,LY,1738810345
366,peniche,39.3558,-9.3811,8.03,89,96,2.12,PT,1738810346
367,vila franca do campo,37.7167,-25.4333,18.27,99,11,2.03,PT,1738810347
368,zhanaozen,43.3,52.8,0.18,62,82,5.7,KZ,1738810348
369,sayula de aleman,17.8667,-94.95,20.98,90,8,1.82,MX,1738810349
370,nyurba,63.2842,118.3319,-36.88,96,77,2.76,RU,1738810350
371,le port,-20.9373,55.2919,26.98,76,83,3.5,RE,1738810351
372,laboe,54.4,10.2167,3.11,93,100,3.09,DE,1738810353
373,northam,51.0333,-4.2167,1.56,95,0,0.89,GB,1738810354
374,breckenridge,32.7557,-98.9023,23.11,64,0,6.17,US,1738810355
375,ulladulla,-35.35,150.4667,25.27,68,3,5.04,AU,1738810356
376,greenville,35.6127,-77.3663,5.63,94,100,2.57,US,1738810199
377,talnakh,69.4865,88.3972,-25.05,100,99,3.23,RU,1738810358
378,al ghayzah,16.2079,52.176,17.4,76,32,1.34,YE,1738810359
379,misratah,32.3754,15.0925,14.12,78,6,2.66,LY,1738810360
380,xuddur,4.1213,43.8894,20.24,83,99,5.61,SO,1738810361
381,urangan,-25.3,152.9,25.47,76,100,6.67,AU,1738810362
382,olinda,-8.0089,-34.8553,22.85,100,100,2.06,BR,1738810363
383,fisterra,42.9049,-9.2629,12.13,74,100,3.14,ES,1738810364
384,filingue,14.3521,3.3168,21.66,16,10,3.08,NE,1738810365
385,saudarkrokur,65.7461,-19.6394,2.66,74,96,19.45,IS,1738810366
386,kenai,60.5544,-151.2583,-6.03,91,0,0.0,US,1738810368
387,guiuan,11.0333,125.7247,27.16,84,100,7.87,PH,1738810369
388,turpan,42.9333,89.1667,0.57,39,1,0.89,CN,1738810370
389,santa elena de uairen,4.6167,-61.1333,20.41,80,100,1.51,VE,1738810371
390,cheongsong gun,36.4335,129.057,-5.21,34,0,6.71,KR,1738810372
391,atafu village,-8.5421,-172.5159,28.88,71,9,7.69,TK,1738810373
392,weno,7.4515,151.8468,25.97,94,100,4.63,FM,1738810374
393,manokwari,-0.8667,134.0833,28.56,70,99,2.8,ID,1738810375
394,lakhnadon,22.6,79.6,16.5,30,0,5.36,IN,1738810376
395,mejit,10.2753,170.8646,26.52,83,92,9.39,MH,1738810377
396,kittila,67.6647,24.8936,-7.92,86,0,1.03,FI,1738810380
397,tinogasta,-28.0632,-67.5649,27.0,51,77,2.69,AR,1738810377
398,ribeira brava,32.65,-17.0667,17.35,76,28,2.11,PT,1738810183
399,shingu,33.7333,135.9833,5.34,41,41,6.56,JP,1738810383
400,valdivia,-39.8142,-73.2459,16.05,99,5,0.79,CL,1738810227
401,nouadhibou,20.931,-17.0347,16.97,71,0,9.06,MR,1738810385
402,batang,-6.4846,110.7083,27.26,86,80,7.9,ID,1738810386
403,sierra grande,-41.606,-65.3557,24.14,25,41,8.19,AR,1738810156
404,melfort,52.8667,-104.6177,-18.93,84,100,3.6,CA,1738810388
405,xique xique,-10.8217,-42.7311,26.0,48,31,3.79,BR,1738810389
406,nantucket,41.2835,-70.0995,-4.36,68,0,1.93,US,1738810390
407,sosnovka,56.255,51.2842,-12.73,94,68,1.78,RU,1738810391
408,cadereyta,25.5833,-99.9833,22.65,64,9,3.06,MX,1738810392
409,cooma,-36.2333,149.1333,30.67,26,0,2.78,AU,1738810393
410,russkaya polyana,49.417,31.9201,-1.97,84,100,3.87,UA,1738810395
411,victoria falls,-17.9235,25.843,19.94,74,100,1.67,ZW,1738810396
412,mandalgovi,45.7625,106.2708,-26.38,65,2,9.76,MN,1738810397
413,sayat,38.7839,63.8803,5.97,53,62,4.73,TM,1738810398
414,tilcara,-23.5776,-65.3509,11.22,63,80,1.99,AR,1738810399
415,sao gabriel da cachoeira,-0.1303,-67.0892,22.42,99,100,1.14,BR,1738810400
416,teofilo otoni,-17.8575,-41.5053,18.98,97,26,1.55,BR,1738810173
417,nema,57.5067,50.5011,-15.49,97,92,1.66,RU,1738810402
418,howard springs,-12.497,131.047,31.6,84,98,5.4,AU,1738810403
419,ulanhot,46.0833,122.0833,-16.55,70,100,2.48,CN,1738810404
420,borujen,31.9652,51.2873,-0.16,68,7,6.92,IR,1738810406
421,port hedland,-20.3167,118.5667,38.03,47,2,6.17,AU,1738810407
422,general acha,-37.377,-64.6043,21.16,73,0,6.51,AR,1738810408
423,antonio enes,-16.2325,39.9086,23.87,87,100,3.57,MZ,1738810409
424,jieshi,22.8134,115.8257,15.91,61,98,7.86,CN,1738810410
425,pathein,16.7833,94.7333,28.58,46,4,4.7,MM,1738810411
426,rio grande,-32.035,-52.0986,25.01,94,22,5.36,BR,1738810220
427,dalandzadgad,43.5708,104.425,-21.57,63,100,7.97,MN,1738810413
428,uzgen,40.7699,73.3007,-5.29,70,70,2.83,KG,1738810334
429,pitkyaranta,61.5734,31.4792,-2.5,97,100,4.24,RU,1738810416
430,tolanaro,-25.0319,46.9987,26.04,94,20,4.12,MG,1738810417
431,coahuayana de hidalgo,18.7,-103.6583,22.17,93,0,1.47,MX,1738810143
432,broken hill,-31.95,141.4333,36.69,24,0,5.31,AU,1738810419
433,kone,-21.0595,164.8658,31.58,61,99,3.97,NC,1738810420
434,yugorsk,61.3133,63.3319,-11.8,96,100,2.41,RU,1738810421
435,ar rutbah,33.0381,40.2848,7.49,69,57,10.0,IQ,1738810422
436,malango,-2.9627,119.9001,27.68,59,100,2.04,ID,1738810423
437,hasaki,35.7333,140.8333,6.2,27,0,6.76,JP,1738810424
438,forbes,-33.3833,148.0167,31.86,26,0,0.62,AU,1738810425
439,melendugno,40.2747,18.3368,7.25,100,0,3.09,IT,1738810426
440,kerikeri,-35.2268,173.9474,22.92,50,60,3.71,NZ,1738810428
441,aljezur,37.3191,-8.8033,9.79,67,2,2.6,PT,1738810429
442,saint-joseph,-21.3667,55.6167,26.21,80,48,1.2,RE,1738810431
443,kyren,51.6828,102.1408,-19.55,93,100,0.66,RU,1738810432
444,chibougamau,49.9168,-74.3659,-16.21,72,100,5.66,CA,1738810163
445,aral,40.5156,81.2636,-3.79,58,100,0.93,CN,1738810434
446,wangaratta,-36.3667,146.3333,35.82,36,2,4.53,AU,1738810435
447,hastings,50.8552,0.5729,3.77,89,100,6.43,GB,1738810436
448,qinnan,33.2531,119.9133,3.4,17,100,2.83,CN,1738810437
449,bouar,5.934,15.596,19.67,19,96,2.48,CF,1738810438
450,passos,-20.7189,-46.6097,18.81,93,100,0.67,BR,1738810440
451,klyuchi,52.2667,79.1667,-16.58,82,0,5.04,RU,1738810441
452,fereydunshahr,32.941,50.121,-6.12,66,52,3.0,IR,1738810442
453,conde,-7.2597,-34.9075,22.7,100,100,4.12,BR,1738810371
454,fale old settlement,-9.3852,-171.2468,28.5,74,49,6.56,TK,1738810444
455,bremervorde,53.4833,9.1333,2.77,96,100,1.81,DE,1738810445
456,aasiaat,68.7098,-52.8699,-31.72,99,79,1.5,GL,1738810446
457,raduzhny,62.0961,77.475,-17.26,99,98,1.85,RU,1738810447
458,springs,-26.25,28.4,18.7,54,62,3.18,ZA,1738810449
459,siwa oasis,29.2041,25.5195,12.22,61,100,3.81,EG,1738810450
460,touros,-5.1989,-35.4608,25.5,84,100,4.33,BR,1738810451
461,ghadamis,30.1337,9.5007,9.47,41,6,4.69,LY,1738810452
462,vil'ne,47.6365,34.8139,-2.09,82,21,3.78,UA,1738810454
463,kayyerkan,69.3786,87.7439,-23.22,98,96,2.91,RU,1738810455
464,nguigmi,14.2495,13.1092,18.16,22,0,5.77,NE,1738810456
465,waspan,14.7419,-83.9717,21.83,97,3,1.48,NI,1738810458
466,los frentones,-26.4077,-61.4137,30.64,35,36,2.3,AR,1738810459
467,bogdanovich,56.7803,62.0494,-16.17,100,100,1.74,RU,1738810461
468,teluk nibung,3.001,99.8164,28.84,63,59,0.28,ID,1738810462
469,kaffrine,14.1059,-15.5508,19.42,13,0,4.85,SN,1738810463
470,castillos,-34.1667,-53.8333,20.19,93,95,2.82,UY,1738810464
471,bubaque,11.2833,-15.8333,24.89,53,6,4.54,GW,1738810465
472,makakilo city,21.3469,-158.0858,25.18,62,40,5.66,US,1738810407
473,miandrivazo,-19.5167,45.4667,24.42,87,100,2.7,MG,1738810467
474,asau,46.4333,26.4,-4.64,97,100,1.15,RO,1738810468
475,kumru,40.8744,37.2639,-1.21,95,100,4.69,TR,1738810470
476,alaior,39.9303,4.1404,11.66,81,40,3.09,ES,1738810471
477,huarmey,-10.0681,-78.1522,22.79,78,100,2.63,PE,1738810472
478,szentlorinc,46.0402,17.9872,-1.51,71,0,2.01,HU,1738810473
479,dakhla,23.6848,-15.958,16.22,88,0,8.7,EH,1738810474
480,san zenon,9.2422,-74.5004,28.6,57,100,2.38,CO,1738810475
481,santiago de cao,-7.9589,-79.2392,20.07,94,75,2.57,PE,1738810476
482,fuglafjordur,62.244,-6.814,8.0,78,100,17.51,FO,1738810477
483,cabinda,-5.55,12.2,26.44,87,100,2.72,AO,1738810478
484,nuuk,64.1835,-51.7216,-12.66,66,75,1.03,GL,1738810479
485,acarau,-2.8856,-40.12,25.24,87,98,3.22,BR,1738810480
486,calama,-22.4667,-68.9333,16.27,39,75,4.12,CL,1738810482
487,tutoia,-2.7619,-42.2744,24.56,90,100,1.56,BR,1738810483
488,marine corps base hawaii - mcbh,21.4453,-157.7513,25.56,85,75,2.06,US,1738810484
489,la tijera,19.9,-104.4,15.36,46,1,1.51,MX,1738810485
490,mbanza kongo,-6.267,14.2401,21.57,99,100,0.82,AO,1738810486
491,salinopolis,-0.6136,-47.3561,26.35,84,100,4.32,BR,1738810487
492,oued fodda,36.185,1.533,7.81,93,20,1.54,DZ,1738810488
493,holualoa,19.6228,-155.9522,24.91,69,20,4.12,US,1738810489
494,mana,5.6592,-53.7767,24.59,91,100,3.8,GF,1738810490
495,mutuali,-14.8706,37.0044,19.37,95,93,0.92,MZ,1738810491
496,papao,-17.75,-149.55,28.82,76,97,5.73,PF,1738810492
497,san pedro,14.35,121.0167,29.06,72,75,2.24,PH,1738810494
498,gillette,44.2911,-105.5022,-15.59,83,40,3.09,US,1738810495
499,sidi khaled,34.387,4.9879,11.17,64,93,0.78,DZ,1738810496
500,lenggries,47.6833,11.5667,-3.45,82,4,0.77,DE,1738810388
501,labrador city,52.9463,-66.9114,-21.05,71,75,7.2,CA,1738810498
502,yelwa,8.8333,9.6333,23.81,11,11,2.85,NG,1738810499
503,keetmanshoop,-26.5833,18.1333,22.84,60,99,0.36,NA,1738810500
504,vorkuta,67.5,64.0,-14.3,98,100,3.66,RU,1738810502
505,belyy yar,53.6039,91.3903,-13.06,92,98,2.0,RU,1738810503
506,corner brook,48.9667,-57.9484,-11.61,92,99,4.74,CA,1738810504
507,toba,34.4833,136.85,5.0,42,6,10.82,JP,1738810505
508,boda,4.3189,17.4695,23.16,27,82,1.48,CF,1738810506
509,prince rupert,54.3161,-130.3201,1.83,48,0,4.12,CA,1738810507
510,lautoka,-17.6167,177.4667,29.92,74,75,6.69,FJ,1738810508
511,kampong thom,12.7111,104.8887,28.1,43,92,2.82,KH,1738810509
512,porto velho,-8.7619,-63.9039,25.03,88,40,0.0,BR,1738810270
513,kapuskasing,49.4169,-82.4331,-10.0,67,75,4.12,CA,1738810442
514,yanam,16.7333,82.2167,26.57,55,6,0.84,IN,1738810514
515,cole harbour,44.6724,-63.4751,-12.25,74,93,4.47,CA,1738810515
516,val-d'or,48.1002,-77.7828,-15.95,72,0,3.09,CA,1738810417
517,pingliang,35.5392,106.6861,-0.69,27,100,3.01,CN,1738810404
518,mar del plata,-38.0023,-57.5575,21.16,83,40,4.63,AR,1738809674
519,matanzas,23.0411,-81.5775,22.42,88,0,3.6,CU,1738810521
520,roccella ionica,38.322,16.4009,9.33,72,0,1.59,IT,1738810522
521,soe,-9.8607,124.284,24.44,76,99,4.31,ID,1738810524
522,luanda,-8.8368,13.2343,25.93,81,99,3.05,AO,1738810525
523,tanjungtiram,4.0613,98.3699,28.94,56,46,0.24,ID,1738810526
524,pacific grove,36.6177,-121.9166,10.24,88,0,0.89,US,1738810527
525,forster,-32.1667,152.5167,27.99,73,14,4.98,AU,1738810528
526,altai,46.3722,96.2583,-20.1,84,4,2.15,MN,1738810529
527,talara,-4.5772,-81.2719,24.42,78,40,5.14,PE,1738810530
528,novodvinsk,64.4165,40.8122,-6.14,85,100,4.92,RU,1738810531
529,moraleja,40.0162,-6.6977,3.14,75,2,0.85,ES,1738810532
530,buala,-8.145,159.5921,30.01,68,100,1.23,SB,1738810533
531,ringkobing,56.0901,8.244,2.99,100,38,2.57,DK,1738810535
532,hirara,24.8,125.2833,18.15,48,75,6.17,JP,1738810536
533,betare oya,5.6,14.0833,21.26,23,87,1.7,CM,1738810537
534,kuta,-8.7233,115.1723,30.97,70,20,1.54,ID,1738810539
535,revda,56.801,59.9303,-9.15,97,100,2.78,RU,1738810540
536,krasnohrad,49.3814,35.4402,-3.69,91,11,3.0,UA,1738810541
537,san pedro pochutla,15.7333,-96.4667,26.51,70,0,1.32,MX,1738810542
538,zhangzhou,24.5133,117.6556,13.61,53,100,1.07,CN,1738810544
539,mata-utu,-13.2816,-176.1745,29.05,62,60,3.19,WF,1738810545
540,xining,36.6167,101.7667,-8.19,52,100,0.64,CN,1738810546
541,hadibu,12.65,54.0333,21.7,72,11,3.89,YE,1738810547
542,evergreen,39.6333,-105.3172,8.07,36,0,2.68,US,1738810548
543,yarega,63.4354,53.5765,-18.31,99,56,1.57,RU,1738810549
544,kloulklubed,7.0419,134.2556,27.69,82,99,9.05,PW,1738810550
545,dvurechensk,56.5982,61.0953,-9.79,96,100,2.26,RU,1738810551
546,tripoli,32.8752,13.1875,13.08,59,3,3.76,LY,1738810552
547,geraldton,-28.7667,114.6,28.23,65,75,5.66,AU,1738810553
548,antsohihy,-14.8796,47.9875,21.82,96,97,0.98,MG,1738810555
549,ajdabiya,30.7554,20.2263,12.74,67,100,4.22,LY,1738810556
550,djibo,14.1022,-1.6306,21.87,20,95,5.8,BF,1738810557
551,suicheng,33.8963,117.9331,5.08,21,100,4.98,CN,1738810409
552,kangiwa,12.5521,3.8187,21.97,10,4,4.6,NG,1738810559
553,zouerate,22.7187,-12.4521,14.74,20,0,3.22,MR,1738810560
554,abocho,7.5677,6.9863,22.86,81,15,1.68,NG,1738810561
555,reggane,26.7158,0.1714,12.47,33,0,6.61,DZ,1738810562
556,rehoboth,-23.3167,17.0833,21.03,74,100,3.35,NA,1738810516
557,ilomantsi,62.6716,30.9328,-3.7,95,100,3.17,FI,1738810564
558,ancud,-41.8697,-73.8203,13.43,89,77,4.2,CL,1738810565
559,qazvin,36.2797,50.0049,4.79,42,75,2.06,IR,1738810567
560,pinheiral,-22.5128,-44.0006,21.84,87,100,0.74,BR,1738810568
561,oral,51.2333,51.3667,-10.01,79,0,7.0,KZ,1738810569
562,lerwick,60.1545,-1.1494,7.34,86,84,11.07,GB,1738810570
563,leiyang,26.4024,112.8591,8.99,75,100,2.52,CN,1738810571
564,waterloo,43.4668,-80.5164,-7.62,88,75,3.09,CA,1738810573
565,port shepstone,-30.7414,30.455,22.91,87,100,4.49,ZA,1738810575
566,lensk,60.7253,114.9278,-31.51,92,27,1.36,RU,1738810576
567,tieli,46.95,128.05,-20.94,92,100,2.4,CN,1738810577
568,hudson,40.7168,-74.0663,0.66,49,0,2.57,US,1738810249
569,valle de la pascua,9.2155,-66.0073,23.77,74,25,3.84,VE,1738810579
570,mcminnville,45.2101,-123.1987,2.82,83,75,4.12,US,1738810580
571,ashburton,-37.8626,145.0794,36.76,37,4,4.9,AU,1738810581
572,jabor,5.921,169.6434,27.05,84,58,9.79,MH,1738810582
573,oyama,36.3,139.8,6.11,18,40,5.42,JP,1738810583
574,carnarvon,-24.8667,113.6333,30.65,55,2,5.21,AU,1738810584
575,serenje,-13.2325,30.2352,17.25,99,100,1.34,ZM,1738810585
576,kaga bandoro,6.9896,19.1874,25.81,23,100,1.34,CF,1738810586
577,murray bridge,-35.1167,139.2667,35.63,21,0,1.07,AU,1738810588
578,emerald,-23.5333,148.1667,21.06,91,100,5.47,AU,1738810589
579,zavoronezhskoye,52.8801,40.5526,-3.6,96,95,2.06,RU,1738810590
580,cidreira,-30.1811,-50.2056,24.55,95,6,3.15,BR,1738810591
581,piestany,48.5948,17.8259,3.0,86,75,3.6,SK,1738810592
582,acapulco de juarez,16.8634,-99.8901,23.08,75,0,3.27,MX,1738810504
583,tazacorte,28.629,-17.9293,17.54,74,75,5.66,ES,1738810594
